Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Food_Service_Normal_Flow_PlaceOrder,,,,05-09-2024 08:43:15,05-09-2024 08:49:26,6m - 10.760s,PASSED
,,,,,,,
Test Cases/TotalPlay-Food/TC_1_Login_Service,,,,05-09-2024 08:43:16,05-09-2024 08:43:34,17.843s,PASSED
"LoginResponse = sendRequest(findTestObject(""TotalPlay-Food/getTokenDelivery"", [""URL"":URL]))",,,,05-09-2024 08:43:18,05-09-2024 08:43:32,14.144s,PASSED
assert getResponseStatusCode(LoginResponse) == 200,,,,05-09-2024 08:43:32,05-09-2024 08:43:32,0.067s,PASSED
"Auth = ""ocapiResponse.access_token""",,,,05-09-2024 08:43:32,05-09-2024 08:43:32,0.003s,PASSED
"FoodBascketId = ""ocapiResponse.c_basketId_TP_FOOD""",,,,05-09-2024 08:43:32,05-09-2024 08:43:32,0.003s,PASSED
"FoodBasId = getElementPropertyValue(LoginResponse, FoodBascketId)",,,,05-09-2024 08:43:32,05-09-2024 08:43:32,0.304s,PASSED
"sfccAuthorization = getElementPropertyValue(LoginResponse, Auth)",,,,05-09-2024 08:43:32,05-09-2024 08:43:32,0.190s,PASSED
"Authorization = ""Bearer "" + sfccAuthorization",,,,05-09-2024 08:43:32,05-09-2024 08:43:32,0.010s,PASSED
FoodBasketId = FoodBasId,,,,05-09-2024 08:43:32,05-09-2024 08:43:32,0.007s,PASSED
logInfo(bm_auth_token),,,,05-09-2024 08:43:32,05-09-2024 08:43:32,0.031s,PASSED
if (sfccAuthorization.length() == 0),,,,05-09-2024 08:43:32,05-09-2024 08:43:32,0.005s,PASSED
else,,,,05-09-2024 08:43:32,05-09-2024 08:43:33,0.062s,PASSED
"BasketId_loginResponse = ""ocapiResponse.c_basketId""",,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.005s,PASSED
"CustomerId_loginResponse = ""ocapiResponse.customer_id""",,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.003s,PASSED
"basketId = getElementPropertyValue(LoginResponse, BasketId_loginResponse)",,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.185s,PASSED
"customerId = getElementPropertyValue(LoginResponse, CustomerId_loginResponse)",,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.152s,PASSED
basketID = basketId,,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.004s,PASSED
sla_customerId = customerId,,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.003s,PASSED
println(basketID),,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.014s,PASSED
println(sla_customerId),,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.005s,PASSED
"refresh_token = ""ocapiResponse.refresh_token""",,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.003s,PASSED
"customer_email = ""ocapiResponse.customer_email""",,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.004s,PASSED
"c_brmId = ""ocapiResponse.c_brmId""",,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.003s,PASSED
"customer_name = ""ocapiResponse.customer_name""",,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.003s,PASSED
"totalplay.Common.verifyPropertyExist(LoginResponse, refresh_token)",,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.170s,PASSED
"totalplay.Common.verifyPropertyValueExist(LoginResponse, refresh_token)",,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.104s,PASSED
"totalplay.Common.verifyPropertyExist(LoginResponse, customer_email)",,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.115s,PASSED
"totalplay.Common.verifyPropertyValueExist(LoginResponse, customer_email)",,,,05-09-2024 08:43:33,05-09-2024 08:43:33,0.110s,PASSED
"totalplay.Common.verifyPropertyExist(LoginResponse, customer_name)",,,,05-09-2024 08:43:33,05-09-2024 08:43:34,0.102s,PASSED
"totalplay.Common.verifyPropertyValueExist(LoginResponse, customer_name)",,,,05-09-2024 08:43:34,05-09-2024 08:43:34,0.089s,PASSED
"totalplay.Common.verifyPropertyExist(LoginResponse, c_brmId)",,,,05-09-2024 08:43:34,05-09-2024 08:43:34,0.163s,PASSED
"totalplay.Common.verifyPropertyValueExist(LoginResponse, c_brmId)",,,,05-09-2024 08:43:34,05-09-2024 08:43:34,0.118s,PASSED
,,,,,,,
Test Cases/TotalPlay-Food/TC_2_Food_Store_Listing_Page_(SLP),,,,05-09-2024 08:43:34,05-09-2024 08:43:57,23.109s,PASSED
"callTestCase(findTestCase(""TotalPlay-Food/TC_1_Login_Service""), [:], STOP_ON_FAILURE)",,,,05-09-2024 08:43:37,05-09-2024 08:43:42,4.672s,PASSED
"FoodSLP = sendRequest(findTestObject(""TotalPlay-Food/Food SLP"", [""URL"":URL]))",,,,05-09-2024 08:43:42,05-09-2024 08:43:44,2.298s,PASSED
"verifyResponseStatusCode(FoodSLP, 200)",,,,05-09-2024 08:43:44,05-09-2024 08:43:44,0.062s,PASSED
"pageId = ""pageId""",,,,05-09-2024 08:43:44,05-09-2024 08:43:44,0.004s,PASSED
"pageTypeId = ""pageTypeId""",,,,05-09-2024 08:43:44,05-09-2024 08:43:44,0.003s,PASSED
"pageTitle = ""pageTitle""",,,,05-09-2024 08:43:44,05-09-2024 08:43:44,0.003s,PASSED
"components_0_componentTypeId = ""components[0].componentTypeId""",,,,05-09-2024 08:43:44,05-09-2024 08:43:44,0.004s,PASSED
